"Id","CanonicalCandidate","DuplicateCount","Locations"
"torrente","lib\features\trading_hub\arc_raiders\data\arc_blueprint_seed_data.dart","3","lib\features\trading_hub\arc_raiders\data\arc_blueprint_seed_data.dart | lib\features\trading_hub\arc_raiders\data\arc_trade_catalog.dart | lib\features\trading_hub\arc_raiders\data\unified_item_index.dart"
"turbine-compressor","lib\features\trading_hub\arc_raiders\data\unified_item_index.dart","2","lib\features\trading_hub\arc_raiders\data\trade_items_data.dart | lib\features\trading_hub\arc_raiders\data\unified_item_index.dart"
"twilight-compass-ship-model","lib\features\trading_hub\arc_raiders\data\unified_item_index.dart","2","lib\features\trading_hub\arc_raiders\data\trade_items_data.dart | lib\features\trading_hub\arc_raiders\data\unified_item_index.dart"
"vaporizer-regulator","lib\features\trading_hub\arc_raiders\data\unified_item_index.dart","2","lib\features\trading_hub\arc_raiders\data\trade_items_data.dart | lib\features\trading_hub\arc_raiders\data\unified_item_index.dart"
"vase","lib\features\trading_hub\arc_raiders\data\unified_item_index.dart","2","lib\features\trading_hub\arc_raiders\data\trade_items_data.dart | lib\features\trading_hub\arc_raiders\data\unified_item_index.dart"
"velocity-ship-model","lib\features\trading_hub\arc_raiders\data\unified_item_index.dart","2","lib\features\trading_hub\arc_raiders\data\trade_items_data.dart | lib\features\trading_hub\arc_raiders\data\unified_item_index.dart"
"venator","lib\features\trading_hub\arc_raiders\data\arc_blueprint_seed_data.dart","3","lib\features\trading_hub\arc_raiders\data\arc_blueprint_seed_data.dart | lib\features\trading_hub\arc_raiders\data\arc_trade_catalog.dart | lib\features\trading_hub\arc_raiders\data\unified_item_index.dart"
"vertical-grip-i","lib\features\trading_hub\arc_raiders\data\unified_item_index.dart","2","lib\features\trading_hub\arc_raiders\data\arc_trade_catalog.dart | lib\features\trading_hub\arc_raiders\data\unified_item_index.dart"
"vertical-grip-ii","lib\features\trading_hub\arc_raiders\data\arc_blueprint_seed_data.dart","3","lib\features\trading_hub\arc_raiders\data\arc_blueprint_seed_data.dart | lib\features\trading_hub\arc_raiders\data\arc_trade_catalog.dart | lib\features\trading_hub\arc_raiders\data\unified_item_index.dart"
"vertical-grip-iii","lib\features\trading_hub\arc_raiders\data\arc_blueprint_seed_data.dart","3","lib\features\trading_hub\arc_raiders\data\arc_blueprint_seed_data.dart | lib\features\trading_hub\arc_raiders\data\arc_trade_catalog.dart | lib\features\trading_hub\arc_raiders\data\unified_item_index.dart"
"very-comfortable-pillows","lib\features\trading_hub\arc_raiders\data\unified_item_index.dart","3","lib\features\trading_hub\arc_raiders\data\arc_scrappy_seed_data.dart | lib\features\trading_hub\arc_raiders\data\arc_trade_catalog.dart | lib\features\trading_hub\arc_raiders\data\unified_item_index.dart"
"vita-shot","lib\features\trading_hub\arc_raiders\data\arc_blueprint_seed_data.dart","2","lib\features\trading_hub\arc_raiders\data\arc_blueprint_seed_data.dart | lib\features\trading_hub\arc_raiders\data\unified_item_index.dart"
"voltage-converter","lib\features\trading_hub\arc_raiders\data\unified_item_index.dart","2","lib\features\trading_hub\arc_raiders\data\arc_trade_catalog.dart | lib\features\trading_hub\arc_raiders\data\unified_item_index.dart"
"vortex-components","lib\features\trading_hub\arc_raiders\data\unified_item_index.dart","2","lib\features\trading_hub\arc_raiders\data\trade_items_data.dart | lib\features\trading_hub\arc_raiders\data\unified_item_index.dart"
"vulcano","lib\features\trading_hub\arc_raiders\data\arc_blueprint_seed_data.dart","3","lib\features\trading_hub\arc_raiders\data\arc_blueprint_seed_data.dart | lib\features\trading_hub\arc_raiders\data\arc_trade_catalog.dart | lib\features\trading_hub\arc_raiders\data\unified_item_index.dart"
"wasp-driver","lib\features\trading_hub\arc_raiders\data\unified_item_index.dart","2","lib\features\trading_hub\arc_raiders\data\trade_items_data.dart | lib\features\trading_hub\arc_raiders\data\unified_item_index.dart"
"wasp-drivers","lib\features\trading_hub\arc_raiders\data\unified_item_index.dart","2","lib\features\trading_hub\arc_raiders\data\arc_trade_catalog.dart | lib\features\trading_hub\arc_raiders\data\unified_item_index.dart"
"water-filter","lib\features\trading_hub\arc_raiders\data\unified_item_index.dart","2","lib\features\trading_hub\arc_raiders\data\trade_items_data.dart | lib\features\trading_hub\arc_raiders\data\unified_item_index.dart"
"weapon-case","lib\features\trading_hub\arc_raiders\data\unified_item_index.dart","2","lib\features\trading_hub\arc_raiders\data\trade_items_data.dart | lib\features\trading_hub\arc_raiders\data\unified_item_index.dart"
"wind-sprite-ship-model","lib\features\trading_hub\arc_raiders\data\unified_item_index.dart","2","lib\features\trading_hub\arc_raiders\data\trade_items_data.dart | lib\features\trading_hub\arc_raiders\data\unified_item_index.dart"
"wires","lib\features\trading_hub\arc_raiders\data\unified_item_index.dart","3","lib\features\trading_hub\arc_raiders\data\arc_trade_catalog.dart | lib\features\trading_hub\arc_raiders\data\trade_items_data.dart | lib\features\trading_hub\arc_raiders\data\unified_item_index.dart"
